"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S14","SAF",NA,"Sat, 29 Mar 2008","7","Sharks v Reds","22-10","3:1","4-0","Durban","17:00","-12"
"S14","NZL",NA,"Sat, 29 Mar 2008","7","Chiefs v Highlanders","39-24","6:4","5-1","Hamilton","17:30","13+"
"S14","NZL",NA,"Sat, 29 Mar 2008","7","Blues v Bulls","23-21","2:3","4-1","Auckland","19:35","-12"
"S14","AUS",NA,"Fri, 28 Mar 2008","7","Force v Stormers","16-32","2:4","0-5","Perth","20:00","13+"
"S14","AUS",NA,"Fri, 28 Mar 2008","7","Waratahs v Cheetahs","23-19","2:3","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Fri, 28 Mar 2008","7","Hurricanes v Crusaders","13-20","1:2","1-4","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 22 Mar 2008","6","Lions v Reds","24-24","2:3","2-2","Johannesburg","17:00","0"
"S14","NZL",NA,"Sat, 22 Mar 2008","6","Highlanders v Force","28-36","3:3","0-4","Queenstown","14:30","-12"
"S14","NZL",NA,"Sat, 22 Mar 2008","6","Chiefs v Bulls","43-27","6:3","5-0","Rotorua","19:35","13+"
"S14","NZL",NA,"Sat, 22 Mar 2008","6","Blues v Stormers","17-14","1:1","4-1","Auckland","17:30","-12"
"S14","AUS",NA,"Fri, 21 Mar 2008","6","Brumbies v Cheetahs","29-23","4:2","5-1","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 21 Mar 2008","6","Crusaders v Waratahs","34-7","4:1","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sat, 15 Mar 2008","5","Lions v Sharks","8-16","1:1","0-4","Johannesburg","17:00","-12"
"S14","AUS",NA,"Sat, 15 Mar 2008","5","Reds v Bulls","40-8","5:1","5-0","Brisbane","19:05","13+"
"S14","NZL",NA,"Sat, 15 Mar 2008","5","Crusaders v Cheetahs","55-7","9:1","5-0","Christchurch","19:35","13+"
"S14","NZL",NA,"Sat, 15 Mar 2008","5","Blues v Force","17-27","2:3","0-4","North Harbour","17:30","-12"
"S14","AUS",NA,"Fri, 14 Mar 2008","5","Brumbies v Hurricanes","15-33","2:5","0-5","Canberra","19:40","13+"
"S14","NZL",NA,"Fri, 14 Mar 2008","5","Chiefs v Stormers","26-35","2:4","0-5","Hamilton","19:35","-12"
"S14","AUS",NA,"Sun, 09 Mar 2008","4","Force v Crusaders","24-29","4:5","2-5","Perth","17:00","-12"
"S14","SAF",NA,"Sat, 08 Mar 2008","4","Sharks v Blues","22-17","3:2","4-1","Durban","19:10","-12"
"S14","AUS",NA,"Sat, 08 Mar 2008","4","Reds v Stormers","16-34","2:4","0-5","Brisbane","19:05","13+"
"S14","NZL",NA,"Sat, 08 Mar 2008","4","Chiefs v Cheetahs","22-20","3:2","4-1","Hamilton","19:35","-12"
"S14","SAF",NA,"Fri, 07 Mar 2008","4","Bulls v Lions","31-17","2:3","4-0","Pretoria","19:05","13+"
"S14","AUS",NA,"Fri, 07 Mar 2008","4","Waratahs v Brumbies","24-17","3:2","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Fri, 07 Mar 2008","4","Highlanders v Hurricanes","6-10","0:1","1-4","Dunedin","19:35","-12"
"S14","SAF",NA,"Fri, 29 Feb 2008","3","Lions v Force","16-18","1:2","1-4","Johannesburg","18:30","-12"
"S14","SAF",NA,"Fri, 29 Feb 2008","3","Stormers v Crusaders","0-22","0:2","0-4","Cape Town","20:35","13+"
"S14","NZL",NA,"Fri, 29 Feb 2008","3","Hurricanes v Chiefs","39-19","6:3","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Sat, 01 Mar 2008","3","Cheetahs v Blues","26-50","4:7","1-5","Bloemfontein","17:00","13+"
"S14","SAF",NA,"Sat, 01 Mar 2008","3","Bulls v Sharks","15-29","0:4","0-5","Pretoria","19:05","13+"
"S14","AUS",NA,"Sat, 01 Mar 2008","3","Brumbies v Reds","43-11","6:1","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 01 Mar 2008","3","Highlanders v Waratahs","12-15","2:2","1-4","Dunedin","19:35","-12"
"S14","SAF",NA,"Sat, 23 Feb 2008","2","Lions v Blues","10-55","1:7","0-5","Johannesburg","19:05","13+"
"S14","SAF",NA,"Sat, 23 Feb 2008","2","Sharks v Stormers","12-10","0:1","4-1","Durban","17:00","-12"
"S14","AUS",NA,"Sat, 23 Feb 2008","2","Brumbies v Highlanders","22-20","3:2","4-1","Canberra","19:40","-12"
"S14","NZL",NA,"Sat, 23 Feb 2008","2","Chiefs v Waratahs","20-17","3:3","4-1","Hamilton","19:35","-12"
"S14","SAF",NA,"Fri, 22 Feb 2008","2","Cheetahs v Force","15-16","2:1","1-4","Bloemfontein","18:00","-12"
"S14","SAF",NA,"Fri, 22 Feb 2008","2","Bulls v Crusaders","19-54","1:7","0-5","Pretoria","20:05","13+"
"S14","NZL",NA,"Fri, 22 Feb 2008","2","Hurricanes v Reds","23-18","2:2","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 16 Feb 2008","1","Cheetahs v Lions","22-23","3:2","1-4","Bloemfontein","19:05","-12"
"S14","SAF",NA,"Sat, 16 Feb 2008","1","Stormers v Bulls","9-16","0:1","1-4","Cape Town","17:00","-12"
"S14","AUS",NA,"Sat, 16 Feb 2008","1","Waratahs v Hurricanes","20-3","3:0","4-0","Sydney","19:40","13+"
"S14","NZL",NA,"Sat, 16 Feb 2008","1","Blues v Chiefs","32-14","4:1","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Fri, 15 Feb 2008","1","Sharks v Force","17-10","2:1","4-1","Durban","19:10","-12"
"S14","AUS",NA,"Fri, 15 Feb 2008","1","Reds v Highlanders","22-16","3:1","4-1","Brisbane","19:05","-12"
"S14","NZL",NA,"Fri, 15 Feb 2008","1","Crusaders v Brumbies","34-3","4:0","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sat, 30 May 2009","Final","Bulls v Chiefs","61-17","8:2","5-0","Pretoria","","13+"
"S14","SAF",NA,"Sat, 23 May 2009","Semi","Bulls v Crusaders","36-23","3:2","4-0","Pretoria","17:00","13+"
"S14","NZL",NA,"Fri, 22 May 2009","Semi","Chiefs v Hurricanes","14-10","2:1","4-1","Hamilton","19:35","-12"
"S14","AUS",NA,"Sat, 16 May 2009","14","Force v Highlanders","33-28","4:4","5-2","Perth","19:45","-12"
"S14","SAF",NA,"Sat, 16 May 2009","14","Cheetahs v Stormers","22-28","3:3","1-4","Bloemfontein","16:00","-12"
"S14","SAF",NA,"Sat, 16 May 2009","14","Sharks v Bulls","26-27","4:3","2-4","Durban","18:05","-12"
"S14","AUS",NA,"Sat, 16 May 2009","14","Reds v Hurricanes","28-37","4:5","1-5","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 16 May 2009","14","Blues v Crusaders","13-15","1:0","1-4","Auckland","19:35","-12"
"S14","SAF",NA,"Fri, 15 May 2009","14","Lions v Waratahs","33-38","3:5","1-5","Johannesburg","19:10","-12"
"S14","NZL",NA,"Fri, 15 May 2009","14","Chiefs v Brumbies","10-7","1:1","4-1","Hamilton","19:35","-12"
"S14","SAF",NA,"Sat, 09 May 2009","13","Stormers v Force","25-24","3:3","4-1","Cape Town","19:10","-12"
"S14","SAF",NA,"Sat, 09 May 2009","13","Sharks v Waratahs","12-16","0:2","1-4","Durban","15:00","-12"
"S14","SAF",NA,"Sat, 09 May 2009","13","Bulls v Cheetahs","29-20","4:3","5-0","Pretoria","17:05","-12"
"S14","AUS",NA,"Sat, 09 May 2009","13","Brumbies v Blues","37-15","5:2","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 09 May 2009","13","Chiefs v Hurricanes","16-8","1:1","4-0","Hamilton","19:35","-12"
"S14","SAF",NA,"Fri, 08 May 2009","13","Lions v Highlanders","27-22","4:3","5-1","Johannesburg","19:10","-12"
"S14","NZL",NA,"Fri, 08 May 2009","13","Crusaders v Reds","32-12","5:2","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sun, 03 May 2009","12","Stormers v Chiefs","14-28","2:4","0-5","Cape Town","19:10","13+"
"S14","SAF",NA,"Sat, 02 May 2009","12","Sharks v Highlanders","23-15","2:2","4-0","Durban","15:00","-12"
"S14","SAF",NA,"Sat, 02 May 2009","12","Bulls v Force","32-29","3:4","4-2","Pretoria","17:05","-12"
"S14","AUS",NA,"Sat, 02 May 2009","12","Reds v Brumbies","13-52","2:7","0-5","Brisbane","19:40","13+"
"S14","SAF",NA,"Fri, 01 May 2009","12","Cheetahs v Waratahs","10-18","1:2","0-4","Bloemfontein","17:05","-12"
"S14","SAF",NA,"Fri, 01 May 2009","12","Lions v Crusaders","20-32","3:4","0-5","Johannesburg","15:00","-12"
"S14","NZL",NA,"Fri, 01 May 2009","12","Hurricanes v Blues","45-27","6:4","5-1","Wellington","19:35","13+"
"S14","SAF",NA,"Sat, 25 Apr 2009","11","Cheetahs v Crusaders","20-13","2:1","4-1","Bloemfontein","15:00","-12"
"S14","SAF",NA,"Sat, 25 Apr 2009","11","Bulls v Chiefs","33-27","3:3","4-1","Pretoria","17:05","-12"
"S14","NZL",NA,"Sat, 25 Apr 2009","11","Hurricanes v Brumbies","56-7","8:1","5-0","Wellington","19:35","13+"
"S14","NZL",NA,"Sat, 25 Apr 2009","11","Blues v Reds","24-31","4:4","2-5","North Harbour","17:30","-12"
"S14","AUS",NA,"Fri, 24 Apr 2009","11","Force v Lions","55-14","8:2","5-0","Perth","19:05","13+"
"S14","NZL",NA,"Fri, 24 Apr 2009","11","Highlanders v Stormers","11-18","1:2","1-4","Dunedin","19:35","-12"
"S14","SAF",NA,"Sat, 18 Apr 2009","10","Cheetahs v Chiefs","10-28","1:3","0-4","Kimberley","15:00","13+"
"S14","SAF",NA,"Sat, 18 Apr 2009","10","Sharks v Crusaders","10-13","1:1","1-4","Durban","17:05","-12"
"S14","AUS",NA,"Sat, 18 Apr 2009","10","Waratahs v Force","14-15","1:2","1-4","Sydney","19:40","-12"
"S14","AUS",NA,"Sat, 18 Apr 2009","10","Reds v Lions","20-31","3:4","0-5","Brisbane","17:35","-12"
"S14","NZL",NA,"Sat, 18 Apr 2009","10","Hurricanes v Stormers","34-11","4:1","5-0","Wellington","17:30","13+"
"S14","AUS",NA,"Fri, 17 Apr 2009","10","Brumbies v Bulls","32-31","4:4","5-2","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 17 Apr 2009","10","Blues v Highlanders","26-6","4:0","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 11 Apr 2009","9","Cheetahs v Sharks","31-6","4:0","5-0","Bloemfontein","15:00","13+"
"S14","AUS",NA,"Sat, 11 Apr 2009","9","Waratahs v Bulls","6-20","0:2","0-4","Sydney","19:40","13+"
"S14","AUS",NA,"Sat, 11 Apr 2009","9","Brumbies v Stormers","17-10","1:1","4-1","Canberra","17:35","-12"
"S14","NZL",NA,"Sat, 11 Apr 2009","9","Highlanders v Reds","24-19","3:3","4-1","Ivercargill","17:30","-12"
"S14","AUS",NA,"Fri, 10 Apr 2009","9","Force v Hurricanes","27-28","4:3","2-4","Perth","17:40","-12"
"S14","NZL",NA,"Fri, 10 Apr 2009","9","Blues v Lions","36-12","6:2","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 04 Apr 2009","8","Cheetahs v Brumbies","27-40","3:4","0-5","Bloemfontein","15:00","13+"
"S14","SAF",NA,"Sat, 04 Apr 2009","8","Sharks v Hurricanes","33-17","3:2","4-0","Durban","15:10","13+"
"S14","AUS",NA,"Sat, 04 Apr 2009","8","Waratahs v Stormers","12-6","2:0","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 04 Apr 2009","8","Chiefs v Lions","36-29","5:4","5-2","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 03 Apr 2009","8","Force v Reds","39-7","5:1","5-0","Perth","19:05","13+"
"S14","NZL",NA,"Fri, 03 Apr 2009","8","Crusaders v Bulls","16-13","1:2","4-1","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 28 Mar 2009","7","Lions v Hurricanes","32-38","4:5","2-5","Johannesburg","19:10","-12"
"S14","SAF",NA,"Sat, 28 Mar 2009","7","Sharks v Brumbies","35-14","5:2","5-0","Durban","17:00","13+"
"S14","AUS",NA,"Sat, 28 Mar 2009","7","Reds v Chiefs","26-50","4:6","1-5","Brisbane","19:05","13+"
"S14","NZL",NA,"Sat, 28 Mar 2009","7","Highlanders v Bulls","36-12","5:2","5-0","Palmerston North","17:30","13+"
"S14","NZL",NA,"Sat, 28 Mar 2009","7","Crusaders v Stormers","11-7","1:1","4-1","Christchurch","19:35","-12"
"S14","NZL",NA,"Fri, 27 Mar 2009","7","Blues v Waratahs","22-27","3:3","1-4","Auckland","19:35","-12"
"S14","AUS",NA,"Sat, 21 Mar 2009","6","Force v Sharks","10-22","1:3","0-4","Perth","19:45","-12"
"S14","SAF",NA,"Sat, 21 Mar 2009","6","Lions v Brumbies","25-17","3:2","4-0","Johannesburg","17:00","-12"
"S14","AUS",NA,"Sat, 21 Mar 2009","6","Waratahs v Crusaders","13-17","1:2","1-4","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 21 Mar 2009","6","Highlanders v Cheetahs","32-8","5:1","5-0","Dunedin","17:30","13+"
"S14","NZL",NA,"Sat, 21 Mar 2009","6","Chiefs v Blues","63-34","9:5","5-1","Hamilton","19:35","13+"
"S14","NZL",NA,"Fri, 20 Mar 2009","6","Hurricanes v Bulls","14-19","2:1","1-4","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 14 Mar 2009","5","Stormers v Lions","56-18","8:2","5-0","Cape Town","17:00","13+"
"S14","AUS",NA,"Sat, 14 Mar 2009","5","Reds v Sharks","25-13","3:1","4-0","Brisbane","19:05","-12"
"S14","NZL",NA,"Sat, 14 Mar 2009","5","Highlanders v Chiefs","10-14","1:2","1-4","Ivercargill","19:35","-12"
"S14","NZL",NA,"Sat, 14 Mar 2009","5","Crusaders v Force","23-23","3:2","2-2","Christchurch","19:30","0"
"S14","AUS",NA,"Fri, 13 Mar 2009","5","Brumbies v Waratahs","21-11","2:1","4-0","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 13 Mar 2009","5","Blues v Cheetahs","46-12","6:2","5-0","North Harbour","19:35","13+"
"S14","SAF",NA,"Sat, 07 Mar 2009","4","Bulls v Stormers","14-10","1:1","4-1","Pretoria","17:00","-12"
"S14","NZL",NA,"Sat, 07 Mar 2009","4","Highlanders v Crusaders","6-0","0:0","4-1","Dunedin","19:35","-12"
"S14","NZL",NA,"Sat, 07 Mar 2009","4","Hurricanes v Cheetahs","29-12","4:2","5-0","New Plymouth","14:30","13+"
"S14","NZL",NA,"Sat, 07 Mar 2009","4","Blues v Sharks","31-35","3:4","1-5","Auckland","17:30","-12"
"S14","AUS",NA,"Fri, 06 Mar 2009","4","Waratahs v Reds","15-11","2:1","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Fri, 06 Mar 2009","4","Chiefs v Force","31-13","4:1","5-0","Hamilton","19:35","13+"
"S14","SAF",NA,"Sat, 28 Feb 2009","3","Lions v Bulls","9-16","0:1","1-4","Johannesburg","17:00","-12"
"S14","SAF",NA,"Sat, 28 Feb 2009","3","Stormers v Blues","8-14","1:1","1-4","Cape Town","17:10","-12"
"S14","AUS",NA,"Sat, 28 Feb 2009","3","Brumbies v Force","16-25","1:4","0-5","Canberra","19:40","-12"
"S14","NZL",NA,"Sat, 28 Feb 2009","3","Chiefs v Sharks","15-22","2:3","1-4","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 27 Feb 2009","3","Waratahs v Highlanders","34-16","4:1","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Fri, 27 Feb 2009","3","Crusaders v Hurricanes","24-30","4:3","2-4","Christchurch","19:35","-12"
"S14","AUS",NA,"Sun, 01 Mar 2009","3","Reds v Cheetahs","22-3","3:0","4-0","Brisbane","16:00","13+"
"S14","SAF",NA,"Sat, 21 Feb 2009","2","Sharks v Lions","25-10","3:1","4-0","Durban","19:10","13+"
"S14","SAF",NA,"Sat, 21 Feb 2009","2","Bulls v Blues","59-26","7:4","5-1","Pretoria","17:00","13+"
"S14","AUS",NA,"Sat, 21 Feb 2009","2","Brumbies v Crusaders","18-16","2:2","4-1","Canberra","19:40","-12"
"S14","AUS",NA,"Fri, 20 Feb 2009","2","Force v Cheetahs","16-10","1:1","4-1","Perth","19:45","-12"
"S14","SAF",NA,"Fri, 20 Feb 2009","2","Stormers v Reds","27-24","3:4","4-2","Cape Town","19:10","-12"
"S14","AUS",NA,"Fri, 20 Feb 2009","2","Waratahs v Chiefs","11-7","1:1","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Fri, 20 Feb 2009","2","Hurricanes v Highlanders","22-17","3:2","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 14 Feb 2009","1","Stormers v Sharks","15-20","2:2","1-4","Cape Town","17:00","-12"
"S14","SAF",NA,"Sat, 14 Feb 2009","1","Bulls v Reds","33-20","4:2","5-0","Pretoria","19:10","13+"
"S14","NZL",NA,"Sat, 14 Feb 2009","1","Crusaders v Chiefs","19-13","3:2","4-1","Christchurch","17:30","-12"
"S14","NZL",NA,"Sat, 14 Feb 2009","1","Hurricanes v Waratahs","22-26","3:4","1-5","Wellington","19:35","-12"
"S14","AUS",NA,"Fri, 13 Feb 2009","1","Force v Blues","19-25","3:4","1-5","Perth","19:45","-12"
"S14","SAF",NA,"Fri, 13 Feb 2009","1","Lions v Cheetahs","34-28","4:3","5-1","Johannesburg","19:10","-12"
"S14","NZL",NA,"Fri, 13 Feb 2009","1","Highlanders v Brumbies","31-33","5:4","2-5","Dunedin","19:35","-12"
"S14","SAF",NA,"Sat, 29 May 2010","Final","Bulls v Stormers","25-17","1:2","4-0","Soweto","15:00","-12"
"S14","SAF",NA,"Sat, 22 May 2010","Semi","Stormers v Waratahs","25-6","1:0","4-0","Cape Town","19:10","13+"
"S14","SAF",NA,"Sat, 22 May 2010","Semi","Bulls v Crusaders","39-24","3:3","4-0","Soweto","17:05","13+"
"S14","SAF",NA,"Sat, 15 May 2010","14","Cheetahs v Lions","59-10","9:1","5-0","Welkom","15:00","13+"
"S14","SAF",NA,"Sat, 15 May 2010","14","Stormers v Bulls","38-10","4:1","5-0","Cape Town","17:05","13+"
"S14","AUS",NA,"Sat, 15 May 2010","14","Reds v Highlanders","38-36","6:5","5-2","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 15 May 2010","14","Blues v Chiefs","30-20","5:2","5-0","Auckland","19:35","-12"
"S14","SAF",NA,"Fri, 14 May 2010","14","Sharks v Force","27-22","3:1","4-1","Durban","19:10","-12"
"S14","AUS",NA,"Fri, 14 May 2010","14","Waratahs v Hurricanes","32-16","4:1","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Fri, 14 May 2010","14","Crusaders v Brumbies","40-22","5:3","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sat, 08 May 2010","13","Cheetahs v Force","29-14","4:2","5-0","Bloemfontein","17:05","13+"
"S14","SAF",NA,"Sat, 08 May 2010","13","Lions v Blues","14-56","2:7","0-5","Johannesburg","19:10","13+"
"S14","SAF",NA,"Sat, 08 May 2010","13","Sharks v Stormers","20-14","2:2","4-1","Durban","19:10","-12"
"S14","AUS",NA,"Sat, 08 May 2010","13","Brumbies v Highlanders","31-3","4:0","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 08 May 2010","13","Chiefs v Waratahs","19-46","3:7","0-5","Hamilton","19:35","13+"
"S14","SAF",NA,"Fri, 07 May 2010","13","Bulls v Crusaders","40-35","3:4","4-2","Pretoria","15:00","-12"
"S14","NZL",NA,"Fri, 07 May 2010","13","Hurricanes v Reds","44-21","6:3","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Fri, 30 Apr 2010","12","Stormers v Crusaders","42-14","3:2","4-0","Cape Town","19:10","13+"
"S14","NZL",NA,"Fri, 30 Apr 2010","12","Highlanders v Waratahs","26-10","3:1","4-0","Invercargill","19:35","13+"
"S14","SAF",NA,"Sat, 01 May 2010","12","Cheetahs v Blues","36-32","5:4","5-2","Bloemfontein","15:00","-12"
"S14","SAF",NA,"Sat, 01 May 2010","12","Lions v Force","12-33","0:3","0-4","Johannesburg","17:05","13+"
"S14","SAF",NA,"Sat, 01 May 2010","12","Bulls v Sharks","27-19","2:1","4-0","Pretoria","19:10","-12"
"S14","AUS",NA,"Sat, 01 May 2010","12","Brumbies v Reds","32-12","4:0","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 01 May 2010","12","Hurricanes v Chiefs","33-27","4:4","5-2","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 24 Apr 2010","11","Sharks v Blues","23-10","1:1","4-0","Durban","17:05","13+"
"S14","SAF",NA,"Sat, 24 Apr 2010","11","Bulls v Lions","51-11","6:1","5-0","Pretoria","15:00","13+"
"S14","AUS",NA,"Sat, 24 Apr 2010","11","Waratahs v Brumbies","19-12","1:0","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 24 Apr 2010","11","Highlanders v Hurricanes","31-33","5:5","2-5","Dunedin","19:35","-12"
"S14","AUS",NA,"Fri, 23 Apr 2010","11","Force v Crusaders","24-16","3:1","4-0","Perth","19:45","-12"
"S14","AUS",NA,"Fri, 23 Apr 2010","11","Reds v Stormers","16-13","1:1","4-1","Brisbane","19:40","-12"
"S14","NZL",NA,"Fri, 23 Apr 2010","11","Chiefs v Cheetahs","25-25","5:3","3-2","Hamilton","19:35","0"
"S14","SAF",NA,"Sat, 17 Apr 2010","10","Lions v Sharks","28-32","3:4","1-5","Johannesburg","17:05","-12"
"S14","AUS",NA,"Sat, 17 Apr 2010","10","Reds v Bulls","19-12","2:2","4-1","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 17 Apr 2010","10","Crusaders v Cheetahs","45-6","7:0","5-0","Christchurch","19:35","13+"
"S14","NZL",NA,"Sat, 17 Apr 2010","10","Blues v Force","38-17","6:2","5-0","Auckland","17:30","13+"
"S14","AUS",NA,"Fri, 16 Apr 2010","10","Brumbies v Hurricanes","13-23","2:2","0-4","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 16 Apr 2010","10","Chiefs v Stormers","15-49","2:6","0-5","Hamilton","19:35","13+"
"S14","NZL",NA,"Fri, 09 Apr 2010","9","Chiefs v Bulls","19-33","1:4","0-5","Hamilton","19:35","13+"
"S14","SAF",NA,"Sat, 10 Apr 2010","9","Lions v Reds","26-41","4:6","1-5","Johannesburg","19:10","13+"
"S14","AUS",NA,"Sat, 10 Apr 2010","9","Brumbies v Cheetahs","61-15","9:2","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 10 Apr 2010","9","Highlanders v Force","27-41","3:6","0-5","Queenstown","14:30","13+"
"S14","NZL",NA,"Sat, 10 Apr 2010","9","Crusaders v Waratahs","20-13","1:1","4-1","Christchurch","19:35","-12"
"S14","NZL",NA,"Sat, 10 Apr 2010","9","Blues v Stormers","21-33","3:3","0-4","Auckland","17:30","-12"
"S14","SAF",NA,"Sat, 03 Apr 2010","8","Sharks v Reds","30-28","3:4","4-2","Durban","17:05","-12"
"S14","AUS",NA,"Sat, 03 Apr 2010","8","Waratahs v Cheetahs","40-17","5:2","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Sat, 03 Apr 2010","8","Chiefs v Highlanders","27-21","3:2","4-1","Mount Maunganui","19:35","-12"
"S14","NZL",NA,"Sat, 03 Apr 2010","8","Blues v Bulls","32-17","2:1","4-0","Auckland","17:30","13+"
"S14","AUS",NA,"Fri, 02 Apr 2010","8","Force v Stormers","16-15","1:0","4-1","Perth","18:05","-12"
"S14","NZL",NA,"Fri, 02 Apr 2010","8","Hurricanes v Crusaders","26-26","2:3","2-2","Wellington","19:35","0"
"S14","AUS",NA,"Sat, 27 Mar 2010","7","Force v Bulls","15-28","0:3","0-4","Perth","19:10","13+"
"S14","AUS",NA,"Sat, 27 Mar 2010","7","Waratahs v Blues","39-32","5:4","5-2","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 27 Mar 2010","7","Hurricanes v Sharks","26-29","2:2","1-4","Wellington","19:35","-12"
"S14","SAF",NA,"Fri, 26 Mar 2010","7","Cheetahs v Reds","10-31","1:3","0-4","Bloemfontein","19:10","13+"
"S14","AUS",NA,"Fri, 26 Mar 2010","7","Brumbies v Chiefs","30-23","3:2","4-1","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 26 Mar 2010","7","Highlanders v Lions","39-29","3:5","4-1","Dunedin","19:35","-12"
"S14","AUS",NA,"Sat, 20 Mar 2010","6","Force v Waratahs","10-14","1:1","1-4","Perth","19:10","-12"
"S14","SAF",NA,"Sat, 20 Mar 2010","6","Stormers v Cheetahs","21-8","2:1","4-0","Cape Town","17:05","13+"
"S14","NZL",NA,"Sat, 20 Mar 2010","6","Highlanders v Sharks","16-30","1:3","0-4","Dunedin","19:35","13+"
"S14","NZL",NA,"Sat, 20 Mar 2010","6","Crusaders v Lions","46-19","5:1","5-0","Christchurch","17:30","13+"
"S14","SAF",NA,"Fri, 19 Mar 2010","6","Bulls v Hurricanes","19-18","1:2","4-1","Pretoria","19:10","-12"
"S14","NZL",NA,"Fri, 19 Mar 2010","6","Blues v Brumbies","39-34","5:3","5-1","Auckland","19:35","-12"
"S14","AUS",NA,"Sun, 14 Mar 2010","5","Reds v Force","50-10","7:1","5-0","Brisbane","16:30","13+"
"S14","SAF",NA,"Sat, 13 Mar 2010","5","Stormers v Hurricanes","37-13","5:2","5-0","Cape Town","19:10","13+"
"S14","SAF",NA,"Sat, 13 Mar 2010","5","Bulls v Highlanders","50-35","7:5","5-1","Pretoria","17:05","13+"
"S14","AUS",NA,"Sat, 13 Mar 2010","5","Brumbies v Sharks","24-22","2:1","4-1","Canberra","19:40","-12"
"S14","AUS",NA,"Fri, 12 Mar 2010","5","Waratahs v Lions","73-12","11:2","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Fri, 12 Mar 2010","5","Chiefs v Crusaders","19-26","1:2","1-4","Hamilton","19:35","-12"
"S14","SAF",NA,"Sat, 06 Mar 2010","4","Cheetahs v Hurricanes","28-12","1:2","4-0","Bloemfontein","19:10","13+"
"S14","SAF",NA,"Sat, 06 Mar 2010","4","Stormers v Highlanders","33-0","4:0","5-0","Cape Town","17:05","13+"
"S14","AUS",NA,"Sat, 06 Mar 2010","4","Waratahs v Sharks","25-21","3:2","4-1","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 06 Mar 2010","4","Crusaders v Blues","33-20","3:1","4-0","Christchurch","19:35","13+"
"S14","AUS",NA,"Fri, 05 Mar 2010","4","Brumbies v Lions","24-13","3:1","4-0","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 05 Mar 2010","4","Chiefs v Reds","18-23","3:2","1-4","Hamilton","19:35","-12"
"S14","AUS",NA,"Sat, 27 Feb 2010","3","Force v Chiefs","19-37","1:4","0-5","Perth","19:05","13+"
"S14","SAF",NA,"Sat, 27 Feb 2010","3","Cheetahs v Highlanders","24-31","2:3","1-4","Bloemfontein","17:05","-12"
"S14","SAF",NA,"Sat, 27 Feb 2010","3","Bulls v Waratahs","48-38","6:4","5-1","Pretoria","19:10","-12"
"S14","AUS",NA,"Sat, 27 Feb 2010","3","Reds v Blues","18-27","2:4","0-5","Brisbane","18:40","-12"
"S14","NZL",NA,"Sat, 27 Feb 2010","3","Hurricanes v Lions","33-18","4:2","5-0","Wellington","19:35","13+"
