"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S14","SAF",NA,"Sat, 06 May 2006","13","Cheetahs v Force","14-16","1:1","1-4","Kimberley","15:00","-12"
"S14","SAF",NA,"Sat, 06 May 2006","13","Lions v Blues","34-33","4:5","5-2","Johannesburg","19:10","-12"
"S14","SAF",NA,"Sat, 06 May 2006","13","Sharks v Stormers","24-17","3:2","4-1","Durban","17:00","-12"
"S14","AUS",NA,"Sat, 06 May 2006","13","Brumbies v Highlanders","26-28","2:3","1-4","Canberra","19:40","-12"
"S14","NZL",NA,"Sat, 06 May 2006","13","Chiefs v Waratahs","37-33","4:5","5-2","Hamilton","19:35","-12"
"S14","SAF",NA,"Fri, 05 May 2006","13","Bulls v Crusaders","17-35","2:4","0-5","Pretoria","19:10","13+"
"S14","NZL",NA,"Fri, 05 May 2006","13","Hurricanes v Reds","26-22","2:3","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 29 Apr 2006","12","Cheetahs v Blues","33-34","5:4","2-5","Bloemfontein","15:00","-12"
"S14","SAF",NA,"Sat, 29 Apr 2006","12","Stormers v Crusaders","28-17","3:2","4-0","Cape Town","19:10","-12"
"S14","SAF",NA,"Sat, 29 Apr 2006","12","Bulls v Sharks","34-27","5:4","5-2","Pretoria","17:00","-12"
"S14","AUS",NA,"Sat, 29 Apr 2006","12","Brumbies v Reds","36-0","5:0","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 29 Apr 2006","12","Hurricanes v Chiefs","35-10","4:1","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Fri, 28 Apr 2006","12","Lions v Force","34-34","5:4","3-3","Johannesburg","19:10","0"
"S14","NZL",NA,"Fri, 28 Apr 2006","12","Highlanders v Waratahs","3-20","0:2","0-4","Dunedin","19:35","13+"
"S14","SAF",NA,"Sat, 22 Apr 2006","11","Sharks v Blues","32-15","5:2","5-0","Durban","15:00","13+"
"S14","SAF",NA,"Sat, 22 Apr 2006","11","Bulls v Lions","46-17","6:2","5-0","Pretoria","17:00","13+"
"S14","AUS",NA,"Sat, 22 Apr 2006","11","Brumbies v Hurricanes","21-16","2:1","4-1","Canberra","19:40","-12"
"S14","AUS",NA,"Fri, 21 Apr 2006","11","Force v Crusaders","23-23","2:3","2-2","Perth","19:45","0"
"S14","AUS",NA,"Fri, 21 Apr 2006","11","Reds v Stormers","20-24","3:3","1-4","Brisbane","19:40","-12"
"S14","NZL",NA,"Fri, 21 Apr 2006","11","Chiefs v Cheetahs","33-32","5:4","5-2","Hamilton","19:35","-12"
"S14","AUS",NA,"Sun, 16 Apr 2006","10","Waratahs v Brumbies","37-14","4:2","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Sun, 16 Apr 2006","10","Highlanders v Hurricanes","13-29","2:5","0-5","Dunedin","14:35","13+"
"S14","SAF",NA,"Sat, 15 Apr 2006","10","Lions v Sharks","8-36","1:4","0-5","Johannesburg","17:00","13+"
"S14","AUS",NA,"Sat, 15 Apr 2006","10","Reds v Bulls","20-19","2:3","4-1","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 15 Apr 2006","10","Crusaders v Cheetahs","53-17","7:2","5-0","Christchurch","17:30","13+"
"S14","NZL",NA,"Sat, 15 Apr 2006","10","Chiefs v Stormers","30-20","3:2","4-0","Mount Maunganui","19:35","-12"
"S14","NZL",NA,"Fri, 14 Apr 2006","10","Blues v Force","39-8","6:1","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 08 Apr 2006","9","Lions v Reds","16-23","1:2","1-4","Johannesburg","17:00","-12"
"S14","AUS",NA,"Sat, 08 Apr 2006","9","Brumbies v Cheetahs","53-20","7:2","5-0","Canberra","19:40","13+"
"S14","NZL",NA,"Sat, 08 Apr 2006","9","Highlanders v Force","25-22","3:3","4-1","Dunedin","14:35","-12"
"S14","NZL",NA,"Sat, 08 Apr 2006","9","Chiefs v Bulls","26-26","3:4","2-3","Hamilton","17:30","0"
"S14","NZL",NA,"Sat, 08 Apr 2006","9","Blues v Stormers","32-15","4:0","5-0","Auckland","19:35","13+"
"S14","NZL",NA,"Fri, 07 Apr 2006","9","Crusaders v Waratahs","17-11","2:1","4-1","Christchurch","19:35","-12"
"S14","AUS",NA,"Fri, 31 Mar 2006","8","Force v Stormers","25-26","3:4","1-5","Perth","19:10","-12"
"S14","AUS",NA,"Fri, 31 Mar 2006","8","Waratahs v Cheetahs","26-3","2:0","4-0","Sydney","20:05","13+"
"S14","NZL",NA,"Fri, 31 Mar 2006","8","Blues v Bulls","30-17","3:2","4-0","Auckland","19:00","13+"
"S14","SAF",NA,"Sat, 01 Apr 2006","8","Sharks v Reds","36-28","5:4","5-1","Durban","17:00","-12"
"S14","NZL",NA,"Sat, 01 Apr 2006","8","Hurricanes v Crusaders","11-20","1:2","0-4","Wellington","17:30","-12"
"S14","NZL",NA,"Sat, 01 Apr 2006","8","Chiefs v Highlanders","16-13","2:1","4-1","Hamilton","19:35","-12"
"S14","AUS",NA,"Sat, 25 Mar 2006","7","Force v Bulls","21-30","3:3","0-4","Perth","20:05","-12"
"S14","AUS",NA,"Sat, 25 Mar 2006","7","Brumbies v Chiefs","28-26","3:2","4-1","Canberra","16:35","-12"
"S14","NZL",NA,"Sat, 25 Mar 2006","7","Highlanders v Lions","16-14","1:2","4-1","Invercargill","19:35","-12"
"S14","SAF",NA,"Fri, 24 Mar 2006","7","Cheetahs v Reds","10-6","1:0","4-1","Bloemfontein","19:10","-12"
"S14","AUS",NA,"Fri, 24 Mar 2006","7","Waratahs v Blues","43-9","4:0","5-0","Sydney","20:05","13+"
"S14","NZL",NA,"Fri, 24 Mar 2006","7","Hurricanes v Sharks","23-17","2:2","4-1","Wellington","19:00","-12"
"S14","SAF",NA,"Sat, 18 Mar 2006","6","Stormers v Cheetahs","25-31","3:1","1-4","Cape Town","17:00","-12"
"S14","NZL",NA,"Sat, 18 Mar 2006","6","Highlanders v Sharks","11-26","1:3","0-4","Dunedin","19:35","13+"
"S14","NZL",NA,"Sat, 18 Mar 2006","6","Blues v Brumbies","26-15","3:2","4-0","Auckland","17:30","-12"
"S14","AUS",NA,"Fri, 17 Mar 2006","6","Force v Waratahs","7-32","1:4","0-5","Perth","19:05","13+"
"S14","SAF",NA,"Fri, 17 Mar 2006","6","Bulls v Hurricanes","23-26","2:2","1-4","Pretoria","19:10","-12"
"S14","NZL",NA,"Fri, 17 Mar 2006","6","Crusaders v Lions","43-15","6:2","5-0","Christchurch","19:35","13+"
"S14","SAF",NA,"Sat, 11 Mar 2006","5","Stormers v Hurricanes","19-23","1:3","1-4","Cape Town","19:10","-12"
"S14","SAF",NA,"Sat, 11 Mar 2006","5","Bulls v Highlanders","23-16","2:1","4-1","Pretoria","17:00","-12"
"S14","AUS",NA,"Sat, 11 Mar 2006","5","Reds v Force","29-18","3:2","4-0","Brisbane","20:10","-12"
"S14","AUS",NA,"Sat, 11 Mar 2006","5","Brumbies v Sharks","35-30","4:2","5-1","Canberra","19:05","-12"
"S14","AUS",NA,"Fri, 10 Mar 2006","5","Waratahs v Lions","50-3","7:0","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Fri, 10 Mar 2006","5","Chiefs v Crusaders","19-25","1:3","1-4","Hamilton","19:35","-12"
"S14","SAF",NA,"Sat, 04 Mar 2006","4","Cheetahs v Hurricanes","27-25","3:3","4-1","Bloemfontein","19:10","-12"
"S14","SAF",NA,"Sat, 04 Mar 2006","4","Stormers v Highlanders","15-30","2:3","0-4","Cape Town","17:00","13+"
"S14","AUS",NA,"Sat, 04 Mar 2006","4","Waratahs v Sharks","31-16","3:1","4-0","Sydney","15:35","13+"
"S14","NZL",NA,"Sat, 04 Mar 2006","4","Crusaders v Blues","39-10","3:1","4-0","Christchurch","19:35","13+"
"S14","AUS",NA,"Fri, 03 Mar 2006","4","Brumbies v Lions","28-7","3:1","4-0","Canberra","19:40","13+"
"S14","NZL",NA,"Fri, 03 Mar 2006","4","Chiefs v Reds","35-17","4:2","5-0","Hamilton","19:35","13+"
"S14","SAF",NA,"Sat, 25 Feb 2006","3","Cheetahs v Highlanders","12-17","0:2","1-4","Bloemfontein","19:10","-12"
"S14","SAF",NA,"Sat, 25 Feb 2006","3","Bulls v Waratahs","26-17","2:2","4-0","Pretoria","17:00","-12"
"S14","AUS",NA,"Sat, 25 Feb 2006","3","Reds v Blues","20-21","1:2","1-4","Brisbane","19:35","-12"
"S14","NZL",NA,"Sat, 25 Feb 2006","3","Crusaders v Sharks","22-20","2:2","4-1","Timaru","17:30","-12"
"S14","AUS",NA,"Fri, 24 Feb 2006","3","Force v Chiefs","9-26","0:3","0-4","Perth","19:05","13+"
"S14","SAF",NA,"Fri, 24 Feb 2006","3","Stormers v Brumbies","15-15","0:2","2-2","Cape Town","19:10","0"
"S14","NZL",NA,"Fri, 24 Feb 2006","3","Hurricanes v Lions","29-16","4:1","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Sat, 18 Feb 2006","2","Stormers v Waratahs","26-32","2:4","1-5","Cape Town","19:10","-12"
"S14","SAF",NA,"Sat, 18 Feb 2006","2","Sharks v Cheetahs","26-27","3:4","1-5","Durban","17:00","-12"
"S14","AUS",NA,"Sat, 18 Feb 2006","2","Reds v Crusaders","21-47","2:6","0-5","Brisbane","19:05","13+"
"S14","NZL",NA,"Sat, 18 Feb 2006","2","Hurricanes v Force","29-5","4:1","5-0","New Plymouth","19:35","13+"
"S14","SAF",NA,"Fri, 17 Feb 2006","2","Lions v Chiefs","21-16","0:1","4-1","Johannesburg","18:00","-12"
"S14","SAF",NA,"Fri, 17 Feb 2006","2","Bulls v Brumbies","21-27","0:3","1-4","Pretoria","20:00","-12"
"S14","NZL",NA,"Fri, 17 Feb 2006","2","Highlanders v Blues","25-13","3:1","4-0","Dunedin","19:35","-12"
"S14","SAF",NA,"Sat, 11 Feb 2006","1","Lions v Stormers","12-23","0:2","0-4","Johannesburg","17:00","-12"
"S14","SAF",NA,"Sat, 11 Feb 2006","1","Sharks v Chiefs","30-21","3:2","4-0","Durban","19:10","-12"
"S14","AUS",NA,"Sat, 11 Feb 2006","1","Reds v Waratahs","12-16","0:1","1-4","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 11 Feb 2006","1","Crusaders v Highlanders","38-15","4:0","5-0","Christchurch","19:35","13+"
"S14","AUS",NA,"Fri, 10 Feb 2006","1","Force v Brumbies","10-25","1:3","0-4","Perth","19:05","13+"
"S14","SAF",NA,"Fri, 10 Feb 2006","1","Cheetahs v Bulls","18-30","2:4","0-5","Bloemfontein","19:10","-12"
"S14","NZL",NA,"Fri, 10 Feb 2006","1","Blues v Hurricanes","19-37","1:5","0-5","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 19 May 2007","Final","Sharks v Bulls","19-20","2:2","1-4","Durban","15:00","-12"
"S14","SAF",NA,"Sat, 12 May 2007","Semi","Sharks v Blues","34-18","3:2","4-0","Durban","15:00","13+"
"S14","SAF",NA,"Sat, 12 May 2007","Semi","Bulls v Crusaders","27-12","0:0","4-0","Pretoria","17:30","13+"
"S14","SAF",NA,"Sat, 05 May 2007","14","Lions v Cheetahs","10-16","1:1","1-4","Johannesburg","15:00","-12"
"S14","SAF",NA,"Sat, 05 May 2007","14","Stormers v Sharks","10-36","1:5","0-5","Cape Town","17:05","13+"
"S14","SAF",NA,"Sat, 05 May 2007","14","Bulls v Reds","92-3","13:0","5-0","Pretoria","19:10","13+"
"S14","NZL",NA,"Sat, 05 May 2007","14","Highlanders v Brumbies","10-29","1:4","0-5","Dunedin","17:30","13+"
"S14","NZL",NA,"Sat, 05 May 2007","14","Hurricanes v Waratahs","14-38","2:4","0-5","Wellington","19:35","13+"
"S14","AUS",NA,"Fri, 04 May 2007","14","Force v Blues","6-33","0:4","0-5","Perth","19:05","13+"
"S14","NZL",NA,"Fri, 04 May 2007","14","Crusaders v Chiefs","24-30","2:2","1-4","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 28 Apr 2007","13","Stormers v Reds","37-24","5:2","5-0","Cape Town","17:05","13+"
"S14","SAF",NA,"Sat, 28 Apr 2007","13","Sharks v Lions","33-3","4:0","5-0","Durban","15:00","13+"
"S14","AUS",NA,"Sat, 28 Apr 2007","13","Brumbies v Crusaders","15-6","0:0","4-0","Canberra","19:40","-12"
"S14","AUS",NA,"Fri, 27 Apr 2007","13","Force v Cheetahs","45-17","7:3","5-0","Perth","19:40","13+"
"S14","SAF",NA,"Fri, 27 Apr 2007","13","Bulls v Blues","40-19","4:1","5-0","Pretoria","19:05","13+"
"S14","AUS",NA,"Fri, 27 Apr 2007","13","Waratahs v Chiefs","23-28","2:3","1-4","Sydney","19:40","-12"
"S14","NZL",NA,"Fri, 27 Apr 2007","13","Hurricanes v Highlanders","22-21","2:2","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 21 Apr 2007","12","Lions v Bulls","7-31","1:5","0-5","Johannesburg","15:00","13+"
"S14","SAF",NA,"Sat, 21 Apr 2007","12","Stormers v Blues","33-20","3:2","4-0","Cape Town","17:05","13+"
"S14","AUS",NA,"Sat, 21 Apr 2007","12","Waratahs v Highlanders","25-26","3:3","1-4","Sydney","19:40","-12"
"S14","AUS",NA,"Sat, 21 Apr 2007","12","Reds v Cheetahs","23-13","2:1","4-0","Brisbane","15:30","-12"
"S14","NZL",NA,"Sat, 21 Apr 2007","12","Chiefs v Sharks","35-27","4:4","5-1","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 20 Apr 2007","12","Brumbies v Force","14-12","1:0","4-1","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 20 Apr 2007","12","Crusaders v Hurricanes","23-13","2:1","4-0","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 14 Apr 2007","11","Bulls v Stormers","49-12","7:2","5-0","Pretoria","16:00","13+"
"S14","AUS",NA,"Sat, 14 Apr 2007","11","Waratahs v Reds","26-13","2:1","4-0","Sydney","19:40","13+"
"S14","NZL",NA,"Sat, 14 Apr 2007","11","Highlanders v Crusaders","3-38","0:5","0-5","Dunedin","17:30","13+"
"S14","NZL",NA,"Sat, 14 Apr 2007","11","Chiefs v Force","64-36","9:5","5-1","Hamilton","14:35","13+"
"S14","NZL",NA,"Sat, 14 Apr 2007","11","Blues v Sharks","25-32","3:3","1-4","Albany","19:35","-12"
"S14","NZL",NA,"Fri, 13 Apr 2007","11","Hurricanes v Cheetahs","37-15","4:2","5-0","Wellington","19:35","13+"
"S14","AUS",NA,"Sun, 08 Apr 2007","10","Brumbies v Waratahs","36-10","5:1","5-0","Canberra","19:40","13+"
"S14","SAF",NA,"Sat, 07 Apr 2007","10","Stormers v Lions","30-8","3:1","4-0","Cape Town","17:00","13+"
"S14","AUS",NA,"Sat, 07 Apr 2007","10","Reds v Sharks","16-59","1:9","0-5","Brisbane","19:40","13+"
"S14","NZL",NA,"Sat, 07 Apr 2007","10","Highlanders v Chiefs","34-38","5:5","2-5","Queenstown","14:35","-12"
"S14","NZL",NA,"Sat, 07 Apr 2007","10","Crusaders v Force","53-0","8:0","5-0","Christchurch","19:35","13+"
"S14","NZL",NA,"Fri, 06 Apr 2007","10","Blues v Cheetahs","26-8","3:1","4-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 31 Mar 2007","9","Lions v Brumbies","9-14","0:1","1-4","Johannesburg","17:00","-12"
"S14","AUS",NA,"Sat, 31 Mar 2007","9","Waratahs v Crusaders","33-34","4:6","2-5","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 31 Mar 2007","9","Hurricanes v Bulls","17-9","1:0","4-0","Wellington","17:30","-12"
"S14","NZL",NA,"Sat, 31 Mar 2007","9","Chiefs v Blues","11-18","1:3","1-4","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 30 Mar 2007","9","Force v Sharks","22-12","1:0","4-0","Perth","19:05","-12"
"S14","NZL",NA,"Fri, 30 Mar 2007","9","Highlanders v Cheetahs","21-17","2:2","4-1","Invercargill","19:35","-12"
"S14","SAF",NA,"Sat, 24 Mar 2007","8","Lions v Hurricanes","30-7","2:1","4-0","Johannesburg","19:10","13+"
"S14","SAF",NA,"Sat, 24 Mar 2007","8","Sharks v Brumbies","10-21","1:2","0-4","Durban","17:00","-12"
"S14","AUS",NA,"Sat, 24 Mar 2007","8","Reds v Chiefs","19-21","1:2","1-4","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 24 Mar 2007","8","Highlanders v Bulls","13-22","1:1","0-4","Dunedin","17:30","-12"
"S14","NZL",NA,"Sat, 24 Mar 2007","8","Crusaders v Stormers","36-11","4:1","5-0","Christchurch","19:35","13+"
"S14","NZL",NA,"Fri, 23 Mar 2007","8","Blues v Waratahs","34-6","4:0","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 17 Mar 2007","7","Cheetahs v Brumbies","38-20","5:3","5-0","Bloemfontein","17:00","13+"
"S14","SAF",NA,"Sat, 17 Mar 2007","7","Sharks v Hurricanes","27-14","4:1","5-0","Durban","19:10","13+"
"S14","AUS",NA,"Sat, 17 Mar 2007","7","Waratahs v Stormers","10-16","1:1","1-4","Sydney","19:40","-12"
"S14","NZL",NA,"Sat, 17 Mar 2007","7","Crusaders v Bulls","32-10","4:1","5-0","Christchurch","19:35","13+"
"S14","AUS",NA,"Fri, 16 Mar 2007","7","Force v Reds","38-3","4:0","5-0","Perth","19:05","13+"
"S14","NZL",NA,"Fri, 16 Mar 2007","7","Chiefs v Lions","34-7","5:1","5-0","Hamilton","19:35","13+"
"S14","AUS",NA,"Fri, 09 Mar 2007","6","Force v Hurricanes","18-17","2:2","4-1","Perth","19:05","-12"
"S14","AUS",NA,"Fri, 09 Mar 2007","6","Brumbies v Stormers","26-13","3:1","4-0","Canberra","19:40","13+"
"S14","NZL",NA,"Fri, 09 Mar 2007","6","Highlanders v Reds","33-17","4:2","5-0","Dunedin","19:35","13+"
"S14","SAF",NA,"Sat, 10 Mar 2007","6","Cheetahs v Sharks","14-30","2:3","0-4","Bloemfontein","17:00","13+"
"S14","AUS",NA,"Sat, 10 Mar 2007","6","Waratahs v Bulls","19-32","1:4","0-5","Sydney","19:40","13+"
"S14","NZL",NA,"Sat, 10 Mar 2007","6","Blues v Lions","41-14","6:2","5-0","Auckland","19:35","13+"
"S14","SAF",NA,"Sat, 03 Mar 2007","5","Sharks v Crusaders","27-26","3:2","4-1","Durban","17:00","-12"
"S14","AUS",NA,"Sat, 03 Mar 2007","5","Reds v Lions","20-26","2:2","1-4","Brisbane","20:10","-12"
"S14","AUS",NA,"Sat, 03 Mar 2007","5","Brumbies v Bulls","7-19","1:1","0-4","Canberra","19:10","-12"
"S14","NZL",NA,"Sat, 03 Mar 2007","5","Hurricanes v Stormers","17-30","2:4","0-5","Palmerston North","19:05","13+"
"S14","SAF",NA,"Fri, 02 Mar 2007","5","Cheetahs v Chiefs","22-22","1:1","2-2","Bloemfontein","19:10","0"
"S14","AUS",NA,"Fri, 02 Mar 2007","5","Waratahs v Force","16-16","1:2","2-2","Sydney","19:40","0"
"S14","NZL",NA,"Fri, 02 Mar 2007","5","Blues v Highlanders","28-9","3:0","4-0","Auckland","19:35","13+"
"S14","AUS",NA,"Sat, 24 Feb 2007","4","Force v Lions","24-25","2:1","1-4","Perth","19:05","-12"
"S14","SAF",NA,"Sat, 24 Feb 2007","4","Cheetahs v Crusaders","28-49","3:6","0-5","Bloemfontein","19:10","13+"
"S14","SAF",NA,"Sat, 24 Feb 2007","4","Bulls v Chiefs","30-27","3:3","4-1","Pretoria","17:00","-12"
"S14","NZL",NA,"Sat, 24 Feb 2007","4","Highlanders v Stormers","35-24","4:4","5-1","Dunedin","17:35","-12"
"S14","NZL",NA,"Sat, 24 Feb 2007","4","Blues v Reds","38-13","4:1","5-0","Auckland","19:35","13+"
"S14","NZL",NA,"Fri, 23 Feb 2007","4","Hurricanes v Brumbies","11-10","1:1","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 17 Feb 2007","3","Cheetahs v Waratahs","30-26","4:2","5-1","Kimberley","16:30","-12"
"S14","SAF",NA,"Sat, 17 Feb 2007","3","Lions v Crusaders","9-3","0:0","4-1","Johannesburg","18:30","-12"
"S14","SAF",NA,"Sat, 17 Feb 2007","3","Sharks v Highlanders","23-16","2:1","4-1","Durban","20:30","-12"
"S14","AUS",NA,"Sat, 17 Feb 2007","3","Reds v Brumbies","3-6","0:0","1-4","Brisbane","19:05","-12"
"S14","NZL",NA,"Sat, 17 Feb 2007","3","Hurricanes v Blues","23-22","2:3","4-1","Wellington","19:35","-12"
"S14","SAF",NA,"Fri, 16 Feb 2007","3","Stormers v Chiefs","21-16","2:1","4-1","Cape Town","18:30","-12"
"S14","SAF",NA,"Fri, 16 Feb 2007","3","Bulls v Force","27-30","3:3","1-4","Pretoria","20:35","-12"
"S14","SAF",NA,"Fri, 09 Feb 2007","2","Stormers v Force","3-22","0:1","0-4","Cape Town","18:00","13+"
"S14","SAF",NA,"Fri, 09 Feb 2007","2","Sharks v Waratahs","22-9","1:0","4-0","Durban","20:05","13+"
"S14","NZL",NA,"Fri, 09 Feb 2007","2","Chiefs v Hurricanes","32-39","4:5","2-5","Hamilton","19:35","-12"
"S14","SAF",NA,"Sat, 10 Feb 2007","2","Lions v Highlanders","11-6","1:0","4-1","Johannesburg","19:10","-12"
"S14","SAF",NA,"Sat, 10 Feb 2007","2","Bulls v Cheetahs","24-20","3:2","4-1","Pretoria","17:00","-12"
"S14","AUS",NA,"Sat, 10 Feb 2007","2","Brumbies v Blues","15-17","0:2","1-4","Canberra","19:40","-12"
"S14","NZL",NA,"Sat, 10 Feb 2007","2","Crusaders v Reds","33-22","5:2","5-0","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 03 Feb 2007","1","Cheetahs v Stormers","27-9","3:0","4-0","Bloemfontein","19:10","13+"
"S14","SAF",NA,"Sat, 03 Feb 2007","1","Sharks v Bulls","17-3","2:0","4-0","Durban","17:00","13+"
"S14","AUS",NA,"Sat, 03 Feb 2007","1","Reds v Hurricanes","25-16","1:1","4-0","Brisbane","19:05","-12"
"S14","NZL",NA,"Sat, 03 Feb 2007","1","Chiefs v Brumbies","15-21","3:2","1-4","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 02 Feb 2007","1","Force v Highlanders","7-8","1:1","1-4","Perth","19:05","-12"
"S14","SAF",NA,"Fri, 02 Feb 2007","1","Lions v Waratahs","16-25","1:3","0-4","Johannesburg","19:10","-12"
"S14","NZL",NA,"Fri, 02 Feb 2007","1","Blues v Crusaders","34-25","3:3","4-0","Auckland","19:35","-12"
"S14","NZL",NA,"Sat, 31 May 2008","Final","Crusaders v Waratahs","20-12","1:2","4-0","Christchurch","19:35","-12"
"S14","AUS",NA,"Sat, 24 May 2008","Semi","Waratahs v Sharks","28-13","4:1","5-0","Sydney","21:40","13+"
"S14","NZL",NA,"Sat, 24 May 2008","Semi","Crusaders v Hurricanes","33-22","3:3","4-0","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 17 May 2008","14","Cheetahs v Bulls","20-60","3:8","0-5","Bloemfontein","17:05","13+"
"S14","SAF",NA,"Sat, 17 May 2008","14","Lions v Stormers","13-22","2:3","0-4","Johannesburg","00:00","-12"
"S14","SAF",NA,"Sat, 17 May 2008","14","Sharks v Chiefs","47-25","7:3","5-0","Durban","19:10","13+"
"S14","AUS",NA,"Sat, 17 May 2008","14","Reds v Waratahs","11-18","1:2","1-4","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 17 May 2008","14","Crusaders v Highlanders","14-26","1:3","0-4","Christchurch","19:35","-12"
"S14","AUS",NA,"Fri, 16 May 2008","14","Force v Brumbies","29-22","4:4","5-2","Perth","19:05","-12"
"S14","NZL",NA,"Fri, 16 May 2008","14","Blues v Hurricanes","19-17","1:2","4-1","Auckland","19:35","-12"
"S14","SAF",NA,"Fri, 09 May 2008","13","Bulls v Brumbies","28-17","3:2","4-0","Pretoria","19:10","-12"
"S14","NZL",NA,"Fri, 09 May 2008","13","Hurricanes v Force","21-10","2:1","4-0","Wellington","19:35","-12"
"S14","SAF",NA,"Sat, 10 May 2008","13","Lions v Chiefs","33-27","3:3","4-1","Johannesburg","17:05","-12"
"S14","SAF",NA,"Sat, 10 May 2008","13","Stormers v Waratahs","13-13","2:1","2-2","Cape Town","19:10","0"
"S14","SAF",NA,"Sat, 10 May 2008","13","Sharks v Cheetahs","33-14","5:2","5-0","Durban","15:00","13+"
"S14","AUS",NA,"Sat, 10 May 2008","13","Reds v Crusaders","21-27","3:4","1-5","Brisbane","19:40","-12"
"S14","NZL",NA,"Sat, 10 May 2008","13","Highlanders v Blues","15-40","2:5","0-5","Dunedin","19:35","13+"
"S14","AUS",NA,"Sat, 03 May 2008","12","Force v Chiefs","22-21","3:2","4-1","Perth","19:05","-12"
"S14","SAF",NA,"Sat, 03 May 2008","12","Stormers v Brumbies","20-10","2:2","4-0","Cape Town","17:05","-12"
"S14","SAF",NA,"Sat, 03 May 2008","12","Bulls v Waratahs","16-13","1:1","4-1","Pretoria","15:00","-12"
"S14","NZL",NA,"Sat, 03 May 2008","12","Hurricanes v Lions","38-12","5:2","5-0","Wellington","19:35","13+"
"S14","SAF",NA,"Fri, 02 May 2008","12","Cheetahs v Highlanders","28-31","4:3","2-4","Bloemfontein","19:10","-12"
"S14","AUS",NA,"Fri, 02 May 2008","12","Reds v Blues","22-35","3:4","0-5","Brisbane","19:40","13+"
"S14","NZL",NA,"Fri, 02 May 2008","12","Crusaders v Sharks","18-10","2:1","4-0","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 26 Apr 2008","11","Cheetahs v Hurricanes","10-38","1:6","0-5","Bloemfontein","15:00","13+"
"S14","SAF",NA,"Sat, 26 Apr 2008","11","Stormers v Highlanders","26-16","2:1","4-0","Cape Town","17:05","-12"
"S14","AUS",NA,"Sat, 26 Apr 2008","11","Waratahs v Sharks","25-10","4:1","5-0","Sydney","19:40","13+"
"S14","NZL",NA,"Sat, 26 Apr 2008","11","Chiefs v Reds","32-20","4:3","5-0","Hamilton","19:35","-12"
"S14","AUS",NA,"Fri, 25 Apr 2008","11","Brumbies v Lions","28-21","3:3","4-1","Canberra","19:40","-12"
"S14","NZL",NA,"Fri, 25 Apr 2008","11","Crusaders v Blues","26-22","4:3","5-1","Christchurch","19:35","-12"
"S14","SAF",NA,"Sat, 19 Apr 2008","10","Stormers v Hurricanes","20-12","2:2","4-0","Cape Town","17:05","-12"
"S14","SAF",NA,"Sat, 19 Apr 2008","10","Bulls v Highlanders","47-17","6:2","5-0","Pretoria","15:00","13+"
"S14","AUS",NA,"Sat, 19 Apr 2008","10","Waratahs v Lions","26-3","4:0","5-0","Sydney","17:30","13+"
"S14","AUS",NA,"Sat, 19 Apr 2008","10","Brumbies v Sharks","27-21","3:2","4-1","Canberra","19:40","-12"
"S14","AUS",NA,"Fri, 18 Apr 2008","10","Reds v Force","29-12","3:0","4-0","Brisbane","19:40","13+"
"S14","NZL",NA,"Fri, 18 Apr 2008","10","Chiefs v Crusaders","18-5","2:1","4-0","Hamilton","19:35","13+"
"S14","AUS",NA,"Sat, 12 Apr 2008","9","Force v Waratahs","12-17","0:2","1-4","Perth","19:05","-12"
